City,Continent,City Type,Tourism Type,Weather,Accommodation Cost,Transportation Cost
Alexandria,Africa,urban,adventure,temperate,429,175
Alexandria,Africa,urban,adventure,arid,189,136
Alexandria,Africa,urban,adventure,cold,75,21
Alexandria,Africa,urban,adventure,rainy,480,160
Alexandria,Africa,urban,adventure,cloudy,480,223
Alexandria,Africa,urban,beach,tropical,484,102
Alexandria,Africa,urban,beach,temperate,335,277
Alexandria,Africa,urban,beach,arid,149,296
Alexandria,Africa,urban,beach,cold,253,234
Alexandria,Africa,urban,beach,rainy,387,241
Alexandria,Africa,urban,beach,cloudy,126,297
Alexandria,Africa,urban,medical,tropical,292,223
Alexandria,Africa,urban,medical,temperate,173,81
Alexandria,Africa,urban,medical,arid,223,177
Alexandria,Africa,urban,medical,cold,147,140
Alexandria,Africa,urban,medical,rainy,345,102
Alexandria,Africa,urban,medical,cloudy,51,146
Alexandria,Africa,urban,nature,tropical,472,145
Alexandria,Africa,urban,nature,temperate,227,252
Alexandria,Africa,urban,nature,arid,381,283
Alexandria,Africa,urban,nature,cold,227,37
Alexandria,Africa,urban,nature,rainy,127,248
Alexandria,Africa,urban,nature,cloudy,112,68
Alexandria,Africa,coastal,cultural,tropical,147,223
Alexandria,Africa,coastal,cultural,temperate,198,289
Alexandria,Africa,coastal,cultural,arid,473,289
Alexandria,Africa,coastal,cultural,cold,123,38
Alexandria,Africa,coastal,cultural,rainy,66,126
Alexandria,Africa,coastal,cultural,cloudy,402,112
Alexandria,Africa,coastal,adventure,tropical,425,116
Alexandria,Africa,coastal,adventure,temperate,202,65
Alexandria,Africa,coastal,adventure,arid,320,184
Alexandria,Africa,coastal,adventure,cold,348,74
Alexandria,Africa,coastal,adventure,rainy,64,152
Alexandria,Africa,coastal,adventure,cloudy,53,65
Alexandria,Africa,coastal,beach,tropical,286,204
Alexandria,Africa,coastal,beach,temperate,375,267
Alexandria,Africa,coastal,beach,arid,412,208
Alexandria,Africa,coastal,beach,cold,204,126
Alexandria,Africa,coastal,beach,rainy,223,182
Alexandria,Africa,coastal,beach,cloudy,393,198
Alexandria,Africa,coastal,medical,tropical,145,77
Alexandria,Africa,coastal,medical,temperate,369,145
Alexandria,Africa,coastal,medical,arid,323,115
Alexandria,Africa,coastal,medical,cold,470,131
Alexandria,Africa,coastal,medical,rainy,123,102
Alexandria,Africa,coastal,medical,cloudy,69,237
Alexandria,Africa,coastal,nature,tropical,29,53
Alexandria,Africa,coastal,nature,temperate,101,50
Alexandria,Africa,coastal,nature,arid,334,171
Alexandria,Africa,coastal,nature,cold,59,29
Alexandria,Africa,coastal,nature,rainy,373,195
Alexandria,Africa,coastal,nature,cloudy,161,30
Giza,Africa,historical,cultural,tropical,230,276
Giza,Africa,historical,cultural,temperate,464,167
Giza,Africa,historical,cultural,arid,192,93
Giza,Africa,historical,cultural,cold,390,278
Giza,Africa,historical,cultural,rainy,50,26
Giza,Africa,historical,cultural,cloudy,432,257
Giza,Africa,historical,adventure,tropical,194,134
Giza,Africa,historical,adventure,temperate,272,62
Giza,Africa,historical,adventure,arid,380,161
Giza,Africa,historical,adventure,cold,294,97
Tokyo,Asia,historical,cultural,tropical,192,229
Tokyo,Asia,historical,cultural,temperate,328,224
Tokyo,Asia,historical,cultural,arid,360,147
Tokyo,Asia,historical,cultural,cold,467,209
Tokyo,Asia,historical,cultural,rainy,348,178
Tokyo,Asia,historical,cultural,cloudy,218,254
Tokyo,Asia,historical,adventure,tropical,411,188
Tokyo,Asia,historical,adventure,temperate,306,285
Tokyo,Asia,historical,adventure,arid,166,240
Tokyo,Asia,historical,adventure,cold,203,73
Tokyo,Asia,historical,adventure,rainy,423,282
Tokyo,Asia,historical,adventure,cloudy,424,13
Tokyo,Asia,historical,beach,tropical,386,123
Tokyo,Asia,historical,beach,temperate,459,69
Tokyo,Asia,historical,beach,arid,464,73
Tokyo,Asia,historical,beach,cold,130,54
Tokyo,Asia,historical,beach,rainy,360,226
Tokyo,Asia,historical,beach,cloudy,467,190
Tokyo,Asia,historical,medical,tropical,40,20
Tokyo,Asia,historical,medical,temperate,246,34
Tokyo,Asia,historical,medical,arid,197,193
Tokyo,Asia,historical,medical,cold,490,169
Tokyo,Asia,historical,medical,rainy,29,125
Tokyo,Asia,historical,medical,cloudy,285,41
Tokyo,Asia,historical,nature,tropical,100,140
Tokyo,Asia,historical,nature,temperate,488,77
Tokyo,Asia,historical,nature,arid,324,237
Tokyo,Asia,historical,nature,cold,101,149
Tokyo,Asia,historical,nature,rainy,251,219
Tokyo,Asia,historical,nature,cloudy,481,165
Tokyo,Asia,mountains,cultural,tropical,235,97
Tokyo,Asia,mountains,cultural,temperate,178,63
Tokyo,Asia,mountains,cultural,arid,498,36
Tokyo,Asia,mountains,cultural,cold,436,231
Tokyo,Asia,mountains,cultural,rainy,146,59
Tokyo,Asia,mountains,cultural,cloudy,347,107
Tokyo,Asia,mountains,adventure,tropical,209,165
Tokyo,Asia,mountains,adventure,temperate,30,114
Tokyo,Asia,mountains,adventure,arid,94,177
Tokyo,Asia,mountains,adventure,cold,79,71
Tokyo,Asia,mountains,adventure,rainy,103,211
Tokyo,Asia,mountains,adventure,cloudy,464,29
Tokyo,Asia,mountains,beach,tropical,383,200
Tokyo,Asia,mountains,beach,temperate,160,182
Tokyo,Asia,mountains,beach,arid,441,102
Tokyo,Asia,mountains,beach,cold,312,103
Tokyo,Asia,mountains,beach,rainy,346,226
Tokyo,Asia,mountains,beach,cloudy,443,120
Tokyo,Asia,mountains,medical,tropical,473,233
Tokyo,Asia,mountains,medical,temperate,420,219
Tokyo,Asia,mountains,medical,arid,298,83
Tokyo,Asia,mountains,medical,cold,321,21
Tokyo,Asia,mountains,medical,rainy,62,13
Tokyo,Asia,mountains,medical,cloudy,226,262
Tokyo,Asia,mountains,nature,tropical,450,208
Tokyo,Asia,mountains,nature,temperate,151,137
Tokyo,Asia,mountains,nature,arid,141,198
Tokyo,Asia,mountains,nature,cold,369,84
Tokyo,Asia,mountains,nature,rainy,377,248
Tokyo,Asia,mountains,nature,cloudy,38,96
Tokyo,Asia,urban,cultural,tropical,431,45
Tokyo,Asia,urban,cultural,temperate,148,236
Tokyo,Asia,urban,cultural,arid,230,204
Tokyo,Asia,urban,cultural,cold,25,183
Tokyo,Asia,urban,cultural,rainy,496,67
Tokyo,Asia,urban,cultural,cloudy,435,132
Tokyo,Asia,urban,adventure,tropical,477,46
Tokyo,Asia,urban,adventure,temperate,197,91
Tokyo,Asia,urban,adventure,arid,482,285
Tokyo,Asia,urban,adventure,cold,54,170
Tokyo,Asia,urban,adventure,rainy,114,32
Tokyo,Asia,urban,adventure,cloudy,285,197
Tokyo,Asia,urban,beach,tropical,219,174
Tokyo,Asia,urban,beach,temperate,91,23
Tokyo,Asia,urban,beach,arid,327,287
Tokyo,Asia,urban,beach,cold,58,160
Tokyo,Asia,urban,beach,rainy,213,116
Tokyo,Asia,urban,beach,cloudy,354,138
Tokyo,Asia,urban,medical,tropical,159,278
Tokyo,Asia,urban,medical,temperate,178,300
Tokyo,Asia,urban,medical,arid,276,224
Tokyo,Asia,urban,medical,cold,267,39
Tokyo,Asia,urban,medical,rainy,265,285
Tokyo,Asia,urban,medical,cloudy,148,81
Tokyo,Asia,urban,nature,tropical,21,296
Tokyo,Asia,urban,nature,temperate,301,139
Tokyo,Asia,urban,nature,arid,273,167
Tokyo,Asia,urban,nature,cold,166,204
Tokyo,Asia,urban,nature,rainy,166,263
Tokyo,Asia,urban,nature,cloudy,175,123
Tokyo,Asia,coastal,cultural,tropical,427,294
Tokyo,Asia,coastal,cultural,temperate,422,52
Tokyo,Asia,coastal,cultural,arid,364,105
Tokyo,Asia,coastal,cultural,cold,138,152
Tokyo,Asia,coastal,cultural,rainy,37,200
Tokyo,Asia,coastal,cultural,cloudy,315,54
Tokyo,Asia,coastal,adventure,tropical,253,59
Tokyo,Asia,coastal,adventure,temperate,69,34
Tokyo,Asia,coastal,adventure,arid,366,30
Tokyo,Asia,coastal,adventure,cold,58,70
Tokyo,Asia,coastal,adventure,rainy,71,278
Tokyo,Asia,coastal,adventure,cloudy,159,73
Tokyo,Asia,coastal,beach,tropical,497,254
Tokyo,Asia,coastal,beach,temperate,79,241
Tokyo,Asia,coastal,beach,arid,359,190
Tokyo,Asia,coastal,beach,cold,222,246
Tokyo,Asia,coastal,beach,rainy,160,185
Tokyo,Asia,coastal,beach,cloudy,172,218
Tokyo,Asia,coastal,medical,tropical,165,45
Tokyo,Asia,coastal,medical,temperate,35,217
Tokyo,Asia,coastal,medical,arid,390,145
Tokyo,Asia,coastal,medical,cold,431,277
Tokyo,Asia,coastal,medical,rainy,370,137
Tokyo,Asia,coastal,medical,cloudy,433,26
Tokyo,Asia,coastal,nature,tropical,338,16
Tokyo,Asia,coastal,nature,temperate,265,226
Tokyo,Asia,coastal,nature,arid,147,140
Tokyo,Asia,coastal,nature,cold,268,65
Tokyo,Asia,coastal,nature,rainy,423,175
Tokyo,Asia,coastal,nature,cloudy,129,171
Kyoto,Asia,historical,cultural,tropical,133,67
Kyoto,Asia,historical,cultural,temperate,109,192
Kyoto,Asia,historical,cultural,arid,280,157
Kyoto,Asia,historical,cultural,cold,98,47
Kyoto,Asia,historical,cultural,rainy,423,67
Kyoto,Asia,historical,cultural,cloudy,20,254
Kyoto,Asia,historical,adventure,tropical,212,201
Kyoto,Asia,historical,adventure,temperate,288,165
Kyoto,Asia,historical,adventure,arid,471,121
Kyoto,Asia,historical,adventure,cold,291,222
Kyoto,Asia,historical,adventure,rainy,332,164
Kyoto,Asia,historical,adventure,cloudy,106,112
Kyoto,Asia,historical,beach,tropical,394,53
Kyoto,Asia,historical,beach,temperate,123,292
Kyoto,Asia,historical,beach,arid,94,71
Kyoto,Asia,historical,beach,cold,327,50
Kyoto,Asia,historical,beach,rainy,330,72
Kyoto,Asia,historical,beach,cloudy,29,73
Kyoto,Asia,historical,medical,tropical,359,73
Kyoto,Asia,historical,medical,temperate,141,23
Kyoto,Asia,historical,medical,arid,211,239
Kyoto,Asia,historical,medical,cold,161,23
Kyoto,Asia,historical,medical,rainy,249,103
Kyoto,Asia,historical,medical,cloudy,323,109
Kyoto,Asia,historical,nature,tropical,350,262
Kyoto,Asia,historical,nature,temperate,159,119
Kyoto,Asia,historical,nature,arid,181,107
Kyoto,Asia,historical,nature,cold,413,82
Kyoto,Asia,historical,nature,rainy,240,24
Kyoto,Asia,historical,nature,cloudy,305,55
Kyoto,Asia,mountains,cultural,tropical,266,247
Kyoto,Asia,mountains,cultural,temperate,303,66
Kyoto,Asia,mountains,cultural,arid,247,136
Kyoto,Asia,mountains,cultural,cold,373,41
Kyoto,Asia,mountains,cultural,rainy,368,239
Kyoto,Asia,mountains,cultural,cloudy,340,259
Kyoto,Asia,mountains,adventure,tropical,494,200
Kyoto,Asia,mountains,adventure,temperate,441,92
Kyoto,Asia,mountains,adventure,arid,114,195
Kyoto,Asia,mountains,adventure,cold,307,250
Kyoto,Asia,mountains,adventure,rainy,466,238
Kyoto,Asia,mountains,adventure,cloudy,486,195
Kyoto,Asia,mountains,beach,tropical,37,250
Kyoto,Asia,mountains,beach,temperate,472,113
Kyoto,Asia,mountains,beach,arid,351,16
Kyoto,Asia,mountains,beach,cold,268,151
Kyoto,Asia,mountains,beach,rainy,488,266
Kyoto,Asia,mountains,beach,cloudy,415,171
Kyoto,Asia,mountains,medical,tropical,369,123
Kyoto,Asia,mountains,medical,temperate,23,253
Kyoto,Asia,mountains,medical,arid,338,214
Kyoto,Asia,mountains,medical,cold,238,41
Kyoto,Asia,mountains,medical,rainy,91,284
Kyoto,Asia,mountains,medical,cloudy,146,40
Kyoto,Asia,mountains,nature,tropical,216,234
Kyoto,Asia,mountains,nature,temperate,220,294
Kyoto,Asia,mountains,nature,arid,170,102
Kyoto,Asia,mountains,nature,cold,237,202
Kyoto,Asia,mountains,nature,rainy,87,194
Kyoto,Asia,mountains,nature,cloudy,374,57
Kyoto,Asia,urban,cultural,tropical,153,205
Kyoto,Asia,urban,cultural,temperate,342,29
Kyoto,Asia,urban,cultural,arid,317,163
Kyoto,Asia,urban,cultural,cold,218,283
Kyoto,Asia,urban,cultural,rainy,120,39
Kyoto,Asia,urban,cultural,cloudy,192,195
Kyoto,Asia,urban,adventure,tropical,236,215
Kyoto,Asia,urban,adventure,temperate,211,95
Kyoto,Asia,urban,adventure,arid,324,248
Kyoto,Asia,urban,adventure,cold,242,157
Kyoto,Asia,urban,adventure,rainy,94,209
Kyoto,Asia,urban,adventure,cloudy,487,17
Kyoto,Asia,urban,beach,tropical,360,77
Kyoto,Asia,urban,beach,temperate,68,195
Kyoto,Asia,urban,beach,arid,149,127
Kyoto,Asia,urban,beach,cold,203,231
Kyoto,Asia,urban,beach,rainy,25,151
Kyoto,Asia,urban,beach,cloudy,212,17
Kyoto,Asia,urban,medical,tropical,428,52
Kyoto,Asia,urban,medical,temperate,226,248
Kyoto,Asia,urban,medical,arid,352,184
Kyoto,Asia,urban,medical,cold,185,245
Kyoto,Asia,urban,medical,rainy,73,281
Kyoto,Asia,urban,medical,cloudy,181,148
Kyoto,Asia,urban,nature,tropical,384,36
Kyoto,Asia,urban,nature,temperate,430,231
Kyoto,Asia,urban,nature,arid,236,282
Kyoto,Asia,urban,nature,cold,57,207
Kyoto,Asia,urban,nature,rainy,394,83
Kyoto,Asia,urban,nature,cloudy,314,110
Kyoto,Asia,coastal,cultural,tropical,152,111
Kyoto,Asia,coastal,cultural,temperate,395,91
Kyoto,Asia,coastal,cultural,arid,28,159
Kyoto,Asia,coastal,cultural,cold,123,222
Kyoto,Asia,coastal,cultural,rainy,305,208
Kyoto,Asia,coastal,cultural,cloudy,34,65
Kyoto,Asia,coastal,adventure,tropical,168,73
Kyoto,Asia,coastal,adventure,temperate,403,206
Kyoto,Asia,coastal,adventure,arid,42,35
Kyoto,Asia,coastal,adventure,cold,305,215
Kyoto,Asia,coastal,adventure,rainy,464,63
Kyoto,Asia,coastal,adventure,cloudy,444,187
Kyoto,Asia,coastal,beach,tropical,144,152
Kyoto,Asia,coastal,beach,temperate,173,260
Kyoto,Asia,coastal,beach,arid,400,49
Kyoto,Asia,coastal,beach,cold,235,59
Kyoto,Asia,coastal,beach,rainy,484,292
Kyoto,Asia,coastal,beach,cloudy,199,204
Kyoto,Asia,coastal,medical,tropical,45,166
Kyoto,Asia,coastal,medical,temperate,415,204
Kyoto,Asia,coastal,medical,arid,75,149
Kyoto,Asia,coastal,medical,cold,318,289
Kyoto,Asia,coastal,medical,rainy,402,261
Kyoto,Asia,coastal,medical,cloudy,363,192
Kyoto,Asia,coastal,nature,tropical,44,212
Kyoto,Asia,coastal,nature,temperate,449,193
Kyoto,Asia,coastal,nature,arid,163,59
Kyoto,Asia,coastal,nature,cold,213,28
Kyoto,Asia,coastal,nature,rainy,329,167
Kyoto,Asia,coastal,nature,cloudy,364,222
Beijing,Asia,historical,cultural,tropical,206,41
Beijing,Asia,historical,cultural,temperate,487,98
Beijing,Asia,historical,cultural,arid,365,68
Beijing,Asia,historical,cultural,cold,40,95
Beijing,Asia,historical,cultural,rainy,487,118
Beijing,Asia,historical,cultural,cloudy,333,224
Beijing,Asia,historical,adventure,tropical,351,297
Beijing,Asia,historical,adventure,temperate,357,59
Beijing,Asia,historical,adventure,arid,39,283
Beijing,Asia,historical,adventure,cold,391,260
Istanbul,Europe,historical,cultural,tropical,56,39
Istanbul,Europe,historical,cultural,temperate,207,15
Istanbul,Europe,historical,cultural,arid,185,153
Istanbul,Europe,historical,cultural,cold,390,292
Istanbul,Europe,historical,cultural,rainy,251,166
Istanbul,Europe,historical,cultural,cloudy,83,77
Istanbul,Europe,historical,adventure,tropical,115,278
Istanbul,Europe,historical,adventure,temperate,273,102
Istanbul,Europe,historical,adventure,arid,239,156
Istanbul,Europe,historical,adventure,cold,207,280
Istanbul,Europe,historical,adventure,rainy,393,202
Istanbul,Europe,historical,adventure,cloudy,417,150
Istanbul,Europe,historical,beach,tropical,160,78
Istanbul,Europe,historical,beach,temperate,291,87
Istanbul,Europe,historical,beach,arid,164,105
Istanbul,Europe,historical,beach,cold,27,39
Istanbul,Europe,historical,beach,rainy,45,56
Istanbul,Europe,historical,beach,cloudy,265,268
Istanbul,Europe,historical,medical,tropical,125,284
Istanbul,Europe,historical,medical,temperate,301,188
Istanbul,Europe,historical,medical,arid,414,70
Istanbul,Europe,historical,medical,cold,405,131
Istanbul,Europe,historical,medical,rainy,127,125
Istanbul,Europe,historical,medical,cloudy,452,270
Istanbul,Europe,historical,nature,tropical,296,37
Istanbul,Europe,historical,nature,temperate,235,179
Istanbul,Europe,historical,nature,arid,158,24
Istanbul,Europe,historical,nature,cold,446,44
Istanbul,Europe,historical,nature,rainy,164,88
Istanbul,Europe,historical,nature,cloudy,60,300
Istanbul,Europe,mountains,cultural,tropical,396,75
Istanbul,Europe,mountains,cultural,temperate,204,206
Istanbul,Europe,mountains,cultural,arid,131,147
Istanbul,Europe,mountains,cultural,cold,185,219
Istanbul,Europe,mountains,cultural,rainy,376,126
Istanbul,Europe,mountains,cultural,cloudy,331,67
Istanbul,Europe,mountains,adventure,tropical,290,188
Istanbul,Europe,mountains,adventure,temperate,159,75
Istanbul,Europe,mountains,adventure,arid,273,66
Istanbul,Europe,mountains,adventure,cold,44,43
Istanbul,Europe,mountains,adventure,rainy,415,210
Istanbul,Europe,mountains,adventure,cloudy,257,95
Istanbul,Europe,mountains,beach,tropical,228,191
Istanbul,Europe,mountains,beach,temperate,486,54
Istanbul,Europe,mountains,beach,arid,55,154
Istanbul,Europe,mountains,beach,cold,335,255
Istanbul,Europe,mountains,beach,rainy,309,109
Istanbul,Europe,mountains,beach,cloudy,481,51
Istanbul,Europe,mountains,medical,tropical,285,179
Istanbul,Europe,mountains,medical,temperate,40,88
Istanbul,Europe,mountains,medical,arid,369,220
Istanbul,Europe,mountains,medical,cold,64,162
Istanbul,Europe,mountains,medical,rainy,95,207
Istanbul,Europe,mountains,medical,cloudy,105,200
Istanbul,Europe,mountains,nature,tropical,263,136
Istanbul,Europe,mountains,nature,temperate,211,220
Istanbul,Europe,mountains,nature,arid,251,46
Istanbul,Europe,mountains,nature,cold,298,260
Istanbul,Europe,mountains,nature,rainy,110,207
Istanbul,Europe,mountains,nature,cloudy,320,63
Istanbul,Europe,urban,cultural,tropical,310,234
Istanbul,Europe,urban,cultural,temperate,363,214
Istanbul,Europe,urban,cultural,arid,239,39
Istanbul,Europe,urban,cultural,cold,297,82
Istanbul,Europe,urban,cultural,rainy,492,235
Istanbul,Europe,urban,cultural,cloudy,34,290
Istanbul,Europe,urban,adventure,tropical,386,276
Istanbul,Europe,urban,adventure,temperate,201,82
Istanbul,Europe,urban,adventure,arid,93,122
